Unnamed: 0,dataset,n_records,n_subjects,n_tasks,nchans_set,sampling_freqs,duration_hours_total,size,size_bytes,source,DatasetID,Type Subject,modality of exp,type of exp,record_modality,dataset_title,license,doi,nemar_citation_count
345,ds005296,62,62,1,32,500,37.20480388888889,8.53 GB,9154606499,openneuro,ds005296,Healthy,Multisensory,Decision-making,eeg,"Assessing sensitivity to semantic and syntactic information in deaf readers: An ERP
study",CC0,doi:10.18112/openneuro.ds005296.v1.0.1,0.0
346,ds005305,165,165,1,64,512*,14.136398111979169,6.38 GB,6850532958,openneuro,ds005305,Healthy,Visual,Decision-making,eeg,EEG Resting-state Microstates Correlates of Executive Functions,CC0,doi:10.18112/openneuro.ds005305.v1.0.1,0.0
347,ds005307,73,7,1,77*,10000,1.5768097222222224,18.08 GB,19411390126,openneuro,ds005307,Unknown,Unknown,Unknown,eeg,Laser-evoked potentials in the human spinal cord and cortex,CC0,doi:10.18112/openneuro.ds005307.v1.0.1,1.0
348,ds005340,15,15,1,2,10000,35.29713844444445,9.47 GB,10172114688,openneuro,ds005340,Healthy,Auditory,Perception,eeg,Fundamental frequency predominantly drives talker differences in auditory brainstem responses to continuous speech,CC0,doi:10.18112/openneuro.ds005340.v1.0.4,1.0
349,ds005342,32,32,1,17,250,33.01657222222222,2.03 GB,2181595802,openneuro,ds005342,Healthy,Visual,Motor,eeg,EEG data offline and online during motor imagery for standing and sitting,CC0,doi:10.18112/openneuro.ds005342.v1.0.3,1.0
350,ds005343,43,43,1,129,1000,14.927455833333331,22.7 GB,24373540791,openneuro,ds005343,Development,Multisensory,Perception,eeg,Gaffrey Lab Infant Microstates and Attention,CC0,doi:10.18112/openneuro.ds005343.v1.0.0,
351,ds005345,26,26,1,64,500,19.983922222222223,162.54 GB,174527101942,openneuro,ds005345,Healthy,Auditory,Attention,eeg,Le Petit Prince (LPP) Multi-talker: Naturalistic 7T fMRI and EEG Dataset,CC0,doi:10.18112/openneuro.ds005345.v1.0.1,
352,ds005346,90,30,3,66*,1000,20.35939638888889,38.95 GB,41821126308,openneuro,ds005346,Healthy,Multisensory,Memory,meg,Naturalistic fMRI and MEG recordings during viewing of a reality TV show,CC0,doi:10.18112/openneuro.ds005346.v1.0.5,
353,ds005356,116,85,1,396*,1000,18.24137361111111,161.57 GB,173488425070,openneuro,ds005356,Depression,Visual,Learning,meg,MEG: Major Depression & Probabilistic Learning Task,CC0,doi:10.18112/openneuro.ds005356.v1.5.0,
354,ds005363,43,43,1,64,1000,43.08531583333333,17.71 GB,19011100939,openneuro,ds005363,Healthy,Visual,Perception,eeg,Object recognition in healthy aging (ORHA) - EEG,CC0,doi:10.18112/openneuro.ds005363.v1.0.0,1.0
355,ds005383,240,30,1,31,200,8.32688888888889,358.18 MB,375577954,openneuro,ds005383,Healthy,Visual,Perception,eeg,"TMNRED, A Chinese Language EEG Dataset for Fuzzy Semantic Target Identification in Natural Reading Environments",CC0,doi:10.18112/openneuro.ds005383.v1.0.0,0.0
356,ds005385,3264,608,2,64,1000,169.35916666666665,74.07 GB,79529430433,openneuro,ds005385,Healthy,Resting State,Resting-state,eeg,Resting-state EEG data before and after cognitive activity across the adult lifespan and a 5-year follow-up,CC0,doi:10.18112/openneuro.ds005385.v1.0.3,1.0
357,ds005397,26,26,1,64,500,27.923140555555555,11.99 GB,12872404161,openneuro,ds005397,Healthy,Visual,Affect,eeg,Affordances of stairs,CC0,doi:10.18112/openneuro.ds005397.v1.0.4,0.0
358,ds005398,185,185,1,128*,1000*,90.98912097222222,102.19 GB,109729579196,openneuro,ds005398,Epilepsy,Sleep,Clinical/Intervention,ieeg,"Open iEEG Dataset (Pediatric iEEG, Wayne State University and UCLA)",CC0,doi:10.18112/openneuro.ds005398.v1.1.1,1.0
359,ds005403,32,32,1,66,10000,13.38265186111111,118.45 GB,127189601509,openneuro,ds005403,Unknown,Auditory,Motor,eeg,Delayed Auditory Feedback EEG/EGG,CC0,doi:10.18112/openneuro.ds005403.v1.0.1,1.0
360,ds005406,29,29,1,64,1000,15.4524875,13.26 GB,14241904586,openneuro,ds005406,Unknown,Unknown,Unknown,eeg,EEG frequency tagging reveals the integration of dissimilar observed actions,CC0,doi:10.18112/openneuro.ds005406.v1.0.0,0.0
361,ds005407,29,25,1,2,10000,56.87177694444444,37.85 GB,40639241863,openneuro,ds005407,Healthy,Auditory,Perception,eeg,The effect of speech masking on the subcortical response to speech,CC0,doi:10.18112/openneuro.ds005407.v1.0.1,
362,ds005408,29,25,1,2,10000,56.87177694444444,15.29 GB,16418282216,openneuro,ds005408,Healthy,Auditory,Perception,eeg,The effect of speech masking on the subcortical response to speech,CC0,doi:10.18112/openneuro.ds005408.v1.0.0,
363,ds005410,81,81,1,63,1000,22.97631888888889,19.76 GB,21213480734,openneuro,ds005410,Healthy,Visual,Affect,eeg,Semantic_conditioning,CC0,doi:10.18112/openneuro.ds005410.v1.0.1,1.0
364,ds005411,193,47,1,120*,1000*,140.0236284722222,157.36 GB,168961242901,openneuro,ds005411,Epilepsy,Visual,Memory,ieeg,Free Recall of Word Lists with Repeated Items,CC0,doi:10.18112/openneuro.ds005411.v1.0.0,0.0
365,ds005415,13,13,1,182*,1000*,4.21944125,7.46 GB,8015284412,openneuro,ds005415,Epilepsy,Multisensory,Perception,ieeg,Numbers,CC0,doi:10.18112/openneuro.ds005415.v1.0.0,1.0
366,ds005416,23,23,1,64,1000,24.67972222222222,21.3 GB,22869324774,openneuro,ds005416,Healthy,Visual,Resting-state,eeg,Fatigue Characterization of EEG under Mixed Reality Stereo Vision,CC0,doi:10.18112/openneuro.ds005416.v1.0.1,0.0
367,ds005420,72,37,2,20,500,5.411903888888888,372.11 MB,390188994,openneuro,ds005420,Unknown,Unknown,Unknown,eeg,Resting state EEG with closed eyes and open eyes in females from 60 to 80 years old,CC0,doi:10.18112/openneuro.ds005420.v1.0.0,0.0
368,ds005429,61,15,3,64,2500*,14.390138722222222,16.47 GB,17684554701,openneuro,ds005429,Healthy,Auditory,Attention,eeg,"Auditory oddball comparison (Optimum-1, Learning-oddball, and the local–global paradigm)",CC0,doi:10.18112/openneuro.ds005429.v1.0.0,0.0
369,ds005448,18,13,1,133*,2048,12.382256944444444,44.73 GB,48025611704,openneuro,ds005448,Epilepsy,Other,Clinical/Intervention,ieeg,STReEF,CC0,doi:10.18112/openneuro.ds005448.v1.0.0,
370,ds005473,58,29,1,64,1000,14.631388888888887,6.18 GB,6637997774,openneuro,ds005473,Unknown,Unknown,Unknown,eeg,29 By BP,CC0,doi:10.18112/openneuro.ds005473.v1.0.0,
371,ds005486,445,159,1,66,5000*,56.76204444444444,371.04 GB,398401151423,openneuro,ds005486,Unknown,Unknown,Unknown,eeg,PREDICT,CC0,doi:10.18112/openneuro.ds005486.v1.0.1,0.0
372,ds005489,154,37,1,100*,500*,138.17323425954314,64.94 GB,69728763972,openneuro,ds005489,Unknown,Visual,Clinical/Intervention,ieeg,Free Recall with Open-Loop Stimulation at Encoding,CC0,doi:10.18112/openneuro.ds005489.v1.0.3,0.0
373,ds005491,51,19,1,64*,500*,46.67650149705261,22.54 GB,24202629465,openneuro,ds005491,Unknown,Visual,Memory,ieeg,Categorized Free Recall with Open-Loop Stimulation at Encoding,CC0,doi:10.18112/openneuro.ds005491.v1.0.0,0.0
374,ds005494,51,20,1,100*,500*,55.08165333333333,26.34 GB,28279607081,openneuro,ds005494,Unknown,Unknown,Unknown,ieeg,Cued Recall of Paired Associates with Open-Loop Stimulation at Encoding or Retrieval,CC0,doi:10.18112/openneuro.ds005494.v1.0.1,0.0
375,ds005505,1342,136,10,129,500,117.5389038888889,103.11 GB,110708612638,openneuro,ds005505,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 1,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005505.v1.0.1,1.0
376,ds005506,1405,150,10,129,500,127.52424388888888,111.88 GB,120126392039,openneuro,ds005506,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 2,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005506.v1.0.1,1.0
377,ds005507,1812,184,10,129,500,158.8272261111111,139.37 GB,149646643076,openneuro,ds005507,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 3,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005507.v1.0.1,1.0
378,ds005508,3342,324,10,129,500,261.8067727777778,229.81 GB,246753616656,openneuro,ds005508,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 4,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005508.v1.0.1,1.0
379,ds005509,3326,330,10,129,500,255.34662,224.17 GB,240701002046,openneuro,ds005509,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 5,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005509.v1.0.1,1.0
380,ds005510,1227,135,10,129,500,103.45367166666666,90.8 GB,97492911148,openneuro,ds005510,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 6,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005510.v1.0.1,1.0
381,ds005512,2320,257,10,129,500,179.12267277777778,157.19 GB,168778412421,openneuro,ds005512,Development,Multisensory,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 8,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005512.v1.0.1,2.0
382,ds005514,2885,295,10,129,500,210.79156111111112,185.03 GB,198677619354,openneuro,ds005514,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 9,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005514.v1.0.1,1.0
383,ds005515,2516,533,8,129,500,183.12360166666667,160.55 GB,172385562881,openneuro,ds005515,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 10,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005515.v1.0.1,
384,ds005516,3397,430,8,129,500,250.45184833333332,219.15 GB,235310606952,openneuro,ds005516,Development,Visual,Clinical/Intervention,eeg,Healthy Brain Network (HBN) EEG - Release 11,CC-BY-SA 4.0,doi:10.18112/openneuro.ds005516.v1.0.1,
385,ds005520,69,23,3,67,1000,48.870593611111104,43.91 GB,47150724861,openneuro,ds005520,Healthy,Visual,Other,eeg,Research data supporting 'EEG recording during playing MOBA game',CC0,doi:10.18112/openneuro.ds005520.v1.0.1,0.0
386,ds005522,176,55,1,133*,1000*,145.237675247194,107.47 GB,115392336164,openneuro,ds005522,Unknown,Visual,Memory,ieeg,Spatial Navigation Memory of Object Locations,CC0,doi:10.18112/openneuro.ds005522.v1.0.0,0.0
387,ds005523,102,21,1,166*,1000*,84.3298929568347,69.7 GB,74834541025,openneuro,ds005523,Surgery,Visual,Memory,ieeg,Spatial Memory of Object Locations with Open-Loop Stimulation at Encoding,CC0,doi:10.18112/openneuro.ds005523.v1.0.1,0.0
388,ds005530,21,17,1,10,500,144.7749161111111,6.47 GB,6949640968,openneuro,ds005530,Healthy,Multisensory,Sleep,eeg,Depotentiation of emotional reactivity using TMR during REM sleep,CC0,doi:10.18112/openneuro.ds005530.v1.0.9,0.0
389,ds005540,103,59,1,68,600*,167.10194444444446,47.31 GB,50796471315,openneuro,ds005540,Healthy,Visual,Affect,eeg,EmoEEG-MC: A Multi-Context Emotional EEG Dataset for Cross-Context Emotion Decoding,CC0,doi:10.18112/openneuro.ds005540.v1.0.7,0.0
390,ds005545,336,106,1,128*,1000,117.62165555555556,39.96 GB,42905692557,openneuro,ds005545,Unknown,Auditory,Memory,ieeg,Auditory naming,CC0,doi:10.18112/openneuro.ds005545.v1.0.3,0.0
391,ds005555,256,128,1,9*,256,2002.5916666666667,33.45 GB,35921406226,openneuro,ds005555,Unknown,Unknown,Unknown,eeg,The Bitbrain Open Access Sleep (BOAS) dataset,CC0,doi:10.18112/openneuro.ds005555.v1.1.1,0.0
392,ds005557,58,16,1,110*,1000,51.07257555555555,34.69 GB,37243089880,openneuro,ds005557,Other,Visual,Memory,ieeg,Free Recall with Closed-Loop Stimulation at Encoding (Encoding Classifier),CC0,doi:10.18112/openneuro.ds005557.v1.0.0,0.0
393,ds005558,22,7,1,126*,1000,17.006120555555555,12.19 GB,13091493612,openneuro,ds005558,Unknown,Visual,Memory,ieeg,Categorized Free Recall with Closed-Loop Stimulation at Encoding (Encoding Classifier),CC0,doi:10.18112/openneuro.ds005558.v1.0.0,0.0
394,ds005565,24,24,1,32,500,11.435694444444444,2.62 GB,2816585202,openneuro,ds005565,Healthy,Visual,Memory,eeg,"Neural associations between fingerspelling, print, and signs: An ERP priming study with deaf readers",CC0,doi:10.18112/openneuro.ds005565.v1.0.3,1.0
395,ds005571,45,24,2,66*,5000,28.21085,63.29 GB,67959727373,openneuro,ds005571,Unknown,Unknown,Unknown,eeg,Expectation of Conflict Stimuli,CC0,doi:10.18112/openneuro.ds005571.v1.0.1,1.0
396,ds005574,9,9,1,178*,512*,4.499995524088542,3.24 GB,3483284760,openneuro,ds005574,Unknown,Auditory,Other,ieeg,"The ""Podcast"" ECoG dataset",CC0,doi:10.18112/openneuro.ds005574.v1.0.2,
397,ds005586,23,23,1,63,1000,33.52867694444444,28.33 GB,30422094662,openneuro,ds005586,Healthy,Visual,Perception,eeg,Electroencephalographic responses to the number of objects in partially occluded and uncovered scenes,CC0,doi:10.18112/openneuro.ds005586.v2.0.0,1.0
398,ds005594,16,16,1,66,1000,12.933862222222222,10.89 GB,11695588974,openneuro,ds005594,Unknown,Unknown,Unknown,eeg,Alphabetic Decision Task (Arial Light Font),CC0,doi:10.18112/openneuro.ds005594.v1.0.3,1.0
399,ds005620,202,21,3,64*,5000,17.939717444444444,77.3 GB,83002662733,openneuro,ds005620,Healthy,Anesthesia,Clinical/Intervention,eeg,A repeated awakening study exploring the capacity of complexity measures to capture dreaming during propofol sedation,CC0,doi:10.18112/openneuro.ds005620.v1.0.0,0.0
400,ds005624,35,24,1,74*,512*,11.40025417751736,13.75 GB,14768426442,openneuro,ds005624,Unknown,Unknown,Unknown,ieeg,Color Change Detection Task,CC0,doi:10.18112/openneuro.ds005624.v1.0.0,0.0
401,ds005628,306,102,1,8,250,20.953197777777778,633.66 MB,664444547,openneuro,ds005628,Healthy,Multisensory,Attention,eeg,Dataset of Visual and Audiovisual Stimuli in Virtual Reality from the Edzna Archaeological Site,CC0,doi:10.18112/openneuro.ds005628.v1.0.0,
402,ds005642,21,21,1,68,1024,18.59861111111111,13.82 GB,14838061051,openneuro,ds005642,Healthy,Visual,Perception,eeg,illusory-face-eeg,CC0,doi:10.18112/openneuro.ds005642.v1.0.1,
403,ds005648,21,21,1,64,2048,11.576944444444443,15.53 GB,16672927073,openneuro,ds005648,Healthy,Visual,Perception,eeg,Mapping object space dimensions: new insights from temporal dynamics,CC0,doi:10.18112/openneuro.ds005648.v1.0.3,
404,ds005662,80,80,1,65,2048,80.46722222222222,107.81 GB,115754787329,openneuro,ds005662,Healthy,Visual,Perception,eeg,"A comprehensive EEG dataset for investigating
visual touch perception",CC0,doi:10.18112/openneuro.ds005662.v2.0.1,
405,ds005670,2,2,1,186*,2000,0.24251,708.81 MB,743242149,openneuro,ds005670,Epilepsy,Resting State,Resting-state,ieeg,SEEG Resting State Recording,CC0,doi:10.18112/openneuro.ds005670.v1.0.0,0.0
406,ds005672,3,3,1,69*,1000,4.5855,4.23 GB,4545640816,openneuro,ds005672,Unknown,Visual,Memory,eeg,PerceiveImagine,CC0,doi:10.18112/openneuro.ds005672.v1.0.0,2.0
407,ds005688,89,20,5,5*,10000*,1.731666666666667,8.42 GB,9036020603,openneuro,ds005688,Healthy,Visual,Clinical/Intervention,eeg,visStim,CC0,doi:10.18112/openneuro.ds005688.v1.0.1,0.0
408,ds005691,8,8,1,7*,2500,5.919116666666667,723.04 MB,758159062,openneuro,ds005691,Other,Multisensory,Attention,ieeg,SpinalExpect_Invasive,CC0,doi:10.18112/openneuro.ds005691.v1.0.0,0.0
409,ds005692,59,30,1,25,5000,112.20623327777776,92.81 GB,99649236711,openneuro,ds005692,Healthy,Multisensory,Attention,eeg,SpinalExpect_NonInvasive,CC0,doi:10.18112/openneuro.ds005692.v1.0.0,0.0
410,ds005697,51,51,1,65*,1000,77.68925,66.55 GB,71461601517,openneuro,ds005697,Healthy,Visual,Memory,eeg,PerceiveImagine,CC0,doi:10.18112/openneuro.ds005697.v1.0.2,3.0
411,ds005752,1055,123,10,305*,1200*,102.62917361111111,662.67 GB,711534899143,openneuro,ds005752,Healthy,Multisensory,Other,meg,The NIMH Healthy Research Volunteer Dataset,CC0,doi:10.18112/openneuro.ds005752.v2.1.0,
412,ds005776,46,11,5,102,50,,1.2 GB,1286928698,openneuro,ds005776,Unknown,Unknown,Unknown,fnirs,Electrical_Thermal_FingerTapping_2015,CC0,doi:10.18112/openneuro.ds005776.v1.0.1,
413,ds005777,113,14,2,66,25,,864.77 MB,906782275,openneuro,ds005777,Unknown,Unknown,Unknown,fnirs,Electrical_Morphine_Placebo_2018,CC0,doi:10.18112/openneuro.ds005777.v1.0.1,
414,ds005779,250,19,16,67*,5000,19.778788944444443,88.67 GB,95206991257,openneuro,ds005779,Healthy,Other,Clinical/Intervention,eeg,Real-time personalized brain state-dependent TMS in healthy adults,CC0,doi:10.18112/openneuro.ds005779.v1.0.1,
415,ds005795,39,34,2,72,500,7.933313888888889,6.41 GB,6887944978,openneuro,ds005795,Healthy,Auditory,Learning,eeg,MULTI-CLARID (Multimodal Category Learning and Resting-state Imaging Data),CC0,doi:10.18112/openneuro.ds005795.v1.0.0,
416,ds005810,305,31,2,409*,1200,25.52289236111111,178.61 GB,191777285350,openneuro,ds005810,Healthy,Visual,Perception,meg,NOD-MEG,CC0,doi:10.18112/openneuro.ds005810.v2.0.0,
417,ds005811,448,19,1,64*,500*,23.7022,16.24 GB,17432462486,openneuro,ds005811,Healthy,Visual,Perception,eeg,NOD-EEG,CC0,doi:10.18112/openneuro.ds005811.v1.0.9,
418,ds005815,103,20,3,31,1000,3.9896991666666666,7.6 GB,8155837338,openneuro,ds005815,Healthy,Multisensory,Perception,eeg,"A Human EEG
Dataset for Multisensory Perception and Mental
Imagery",CC0,doi:10.18112/openneuro.ds005815.v2.0.1,
419,ds005841,288,48,6,[],512,21.566111111111113,7.35 GB,7889278693,openneuro,ds005841,Healthy,Visual,Perception,eeg,EEG Experiment measuring ERPs in VR,CC0,doi:10.18112/openneuro.ds005841.v1.0.0,
420,ds005857,110,29,1,137,2048,101.04776285807291,284.38 GB,305355180585,openneuro,ds005857,Unknown,Unknown,Unknown,eeg,ltpDelayRepFRReadOnly,CC0,doi:10.18112/openneuro.ds005857.v1.0.0,
421,ds005863,357,127,4,30,500,50.88856666666666,10.59 GB,11371789699,openneuro,ds005863,Healthy,Multisensory,Other,eeg,Cognitive Electrophysiology in Socioeconomic Context in Adulthood,CC0,doi:10.18112/openneuro.ds005863.v2.0.0,
422,ds005866,60,60,1,32,500,15.976248888888888,3.57 GB,3837193012,openneuro,ds005866,Healthy,Visual,Attention,eeg,Flankers-NEAR,CC0,doi:10.18112/openneuro.ds005866.v1.0.1,
423,ds005868,48,48,1,32,500,13.093546111111111,2.93 GB,3146044984,openneuro,ds005868,Healthy,Visual,Attention,eeg,Flankers-FAR,CC0,doi:10.18112/openneuro.ds005868.v1.0.1,
424,ds005872,1,1,1,129,500,0.0898511111111111,39.94 MB,41874965,openneuro,ds005872,Healthy,Visual,Attention,eeg,EEGEyeNet Dataset,CC0,doi:10.18112/openneuro.ds005872.v1.0.0,
425,ds005873,5654,125,1,2*,256,22897.171388888888,44.36 GB,47635473156,openneuro,ds005873,Epilepsy,Other,Clinical/Intervention,"eeg, emg",SeizeIT2,CC0,doi:10.18112/openneuro.ds005873.v1.1.0,
426,ds005876,29,29,1,32,1000,16.017188611111113,7.13 GB,7654276844,openneuro,ds005876,Healthy,Auditory,Memory,eeg,Song Familiarity,CC0,doi:10.18112/openneuro.ds005876.v1.0.1,
427,ds005907,53,53,1,58*,500,14.171917222222223,5.65 GB,6062770483,openneuro,ds005907,Alcohol,Visual,Learning,eeg,EEG: RL Task (3-Armed Bandit) with alcohol cues in hazardous drinkers and ctls,CC0,doi:10.18112/openneuro.ds005907.v1.0.0,
428,ds005929,7,7,1,28,50,,68.52 MB,71847616,openneuro,ds005929,Unknown,Unknown,Unknown,fnirs,Motion-Yucel2014,CC0,doi:10.18112/openneuro.ds005929.v1.0.1,
429,ds005930,36,12,1,200,8,,304.24 MB,319015113,openneuro,ds005930,Unknown,Unknown,Unknown,fnirs,BallSqueezingHD_Gao2023,CC0,doi:10.18112/openneuro.ds005930.v1.0.1,
430,ds005931,16,8,1,128*,1000,1.8886666666666667,817.66 MB,857380965,openneuro,ds005931,Epilepsy,Visual,Motor,ieeg,Visuomotor_task,CC0,doi:10.18112/openneuro.ds005931.v1.0.0,
431,ds005932,29,29,1,32,500,9.946916666666668,2.28 GB,2446718661,openneuro,ds005932,Healthy,Visual,Other,eeg,PWIe,CC0,doi:10.18112/openneuro.ds005932.v1.0.0,
432,ds005935,64,21,1,120,25,,738.59 MB,774469713,openneuro,ds005935,Unknown,Unknown,Unknown,fnirs,Mirror Neuron Study,CC0,doi:10.18112/openneuro.ds005935.v1.0.0,
433,ds005946,39,39,1,60,1000,18.3456,14.83 GB,15923179540,openneuro,ds005946,Healthy,Visual,Perception,eeg,ERC_CoG PROMENADE - WP2 - MetaImagery (Metaphor and Mental Imagery),CC0,doi:10.18112/openneuro.ds005946.v1.0.1,
434,ds005953,3,2,1,96*,1525*,0.1946988794917,577.3 MB,605346653,openneuro,ds005953,Surgery,Visual,Perception,ieeg,iEEG_visual,CC0,doi:10.18112/openneuro.ds005953.v1.0.0,
435,ds005960,41,41,1,63,1000,66.90505555555556,57.69 GB,61945670760,openneuro,ds005960,Healthy,Visual,Attention,eeg,General Info: inst-comp-eeg,CC0,doi:10.18112/openneuro.ds005960.v1.0.0,
436,ds005963,40,10,1,136,8,6.489715555555555,233.36 MB,244698664,openneuro,ds005963,Unknown,Unknown,Unknown,fnirs,FRESH Motor Dataset,CC0,doi:10.18112/openneuro.ds005963.v1.0.0,
437,ds005964,17,17,1,66,5,6.14368,62.43 MB,65461433,openneuro,ds005964,Unknown,Unknown,Unknown,fnirs,FRESH Audio Dataset,CC0,doi:10.18112/openneuro.ds005964.v1.0.0,
438,ds006012,193,21,2,336*,1000,15.586618611111112,71.07 GB,76309397809,openneuro,ds006012,Healthy,Visual,Perception,meg,A geometric shape regularity effect in the human brain: MEG dataset,CC0,doi:10.18112/openneuro.ds006012.v1.0.1,
439,ds006018,357,127,4,30,500,50.88856666666666,10.59 GB,11372008786,openneuro,ds006018,Healthy,Multisensory,Other,eeg,Cognitive Electrophysiology in Socioeconomic Context in Adulthood: An EEG dataset,CC0,doi:10.18112/openneuro.ds006018.v1.2.2,
440,ds006033,5,3,1,66,5000,2.1883706111111114,15.32 GB,16449271220,openneuro,ds006033,Healthy,Visual,Other,eeg,Synchronous EEG and fMRI dataset on inner speech,CC0,doi:10.18112/openneuro.ds006033.v1.0.1,
441,ds006035,15,5,1,388*,1004,1.1343288512795158,3.07 GB,3295034095,openneuro,ds006035,Unknown,Tactile,Motor,meg,somatomotor,CC0,doi:10.18112/openneuro.ds006035.v1.0.0,
442,ds006036,88,88,1,19,500,7.716666666666667,1.05 GB,1125336677,openneuro,ds006036,Dementia,Visual,Clinical/Intervention,eeg,"A complementary dataset of open-eyes EEG recordings in a photo-stimulation setting from: Alzheimer's disease, Frontotemporal dementia and Healthy subjects",CC0,doi:10.18112/openneuro.ds006036.v1.0.6,
443,ds006040,392,28,10,64,5000,,172.5 GB,185217929633,openneuro,ds006040,Healthy,Visual,Other,eeg,Sustained Attention Task (gradCPT) Dataset using simultaneous EEG-fMRI and DTI,CC0,doi:10.18112/openneuro.ds006040.v1.0.2,
444,ds006065,45,7,10,168*,500,10.699191111111112,9.63 GB,10343281171,openneuro,ds006065,Unknown,Other,Clinical/Intervention,ieeg,TSS_iEEG,CC0,doi:10.18112/openneuro.ds006065.v1.0.0,
445,ds006095,1182,71,9,284*,500,61.09685555555556,129.84 GB,139411715731,openneuro,ds006095,Healthy,Motor,Motor,eeg,Mind in Motion Older Adults Walking Over Uneven Terrain,CC0,doi:10.18112/openneuro.ds006095.v1.0.0,
446,ds006104,56,24,3,61*,2000,50.75694444444444,42.96 GB,46128446170,openneuro,ds006104,Healthy,Auditory,Perception,eeg,EEG dataset for speech decoding,CC0,doi:10.18112/openneuro.ds006104.v1.0.1,
447,ds006107,167,166,1,128*,1000,16.50111111111111,11.9 GB,12778446176,openneuro,ds006107,Unknown,Unknown,Unknown,ieeg,iEEG_Neural_spatial_volatility,CC0,doi:10.18112/openneuro.ds006107.v1.0.0,
448,ds006126,90,5,6,3,5000,10.730372611111113,1.08 GB,1159689297,openneuro,ds006126,Healthy,Motor,Motor,eeg,TDCS Modulation of Visual Cortex in Motor Imagery,CC0,doi:10.18112/openneuro.ds006126.v1.0.0,
449,ds006136,14,13,1,8*,1000,25.273888888888887,285.89 MB,299778229,openneuro,ds006136,Epilepsy,Visual,Memory,ieeg,OWM-Dataset,CC0,doi:10.18112/openneuro.ds006136.v1.0.1,
450,ds006142,27,27,1,65,2048,26.29589721679687,24.28 GB,26073650133,openneuro,ds006142,Healthy,Visual,Memory,eeg,Essex EEG Movie Memory dataset,CC0,doi:10.18112/openneuro.ds006142.v1.0.2,
451,ds006159,61,61,1,73,1024,14.299166666666666,14.35 GB,15404183606,openneuro,ds006159,Unknown,Unknown,Unknown,eeg,Implicit Learning EEG (BioSemi),CC0,doi:10.18112/openneuro.ds006159.v1.0.0,
452,ds006171,104,36,3,144,1024,40.88305555555556,67.83 GB,72833078851,openneuro,ds006171,Unknown,Unknown,Unknown,eeg,"EEG data during three near-threshold visual detection tasks: a no-cue task, a noninformative cue task (50% validity), and an informative cue task (100% validity)",CC0,doi:10.18112/openneuro.ds006171.v1.0.0,
453,ds006222,70,69,1,40,512,52.80083333333334,14.74 GB,15825503728,openneuro,ds006222,Healthy,Multisensory,Attention,eeg,MultisensoryFlickerHealthyYoungAdults_AllSubjectsRawData,CC0,doi:10.18112/openneuro.ds006222.v1.0.1,
454,ds006233,347,108,1,128*,1000,,17.3 GB,18579703387,openneuro,ds006233,Surgery,Visual,Other,ieeg,Picture naming,CC0,doi:10.18112/openneuro.ds006233.v1.0.0,
455,ds006234,378,119,1,128*,1000,128.09192777777778,43.93 GB,47167316634,openneuro,ds006234,Unknown,Auditory,Other,ieeg,Auditory naming,CC0,doi:10.18112/openneuro.ds006234.v1.0.0,
456,ds006253,201,23,4,[],[],,0B,0,openneuro,ds006253,Epilepsy,Visual,Decision-making,ieeg,MetaRDK,CC0,doi:10.18112/openneuro.ds006253.v1.0.3,
457,ds006260,366,76,1,32,256,23.128793402777777,2.71 GB,2908201731,openneuro,ds006260,Development,Visual,Clinical/Intervention,eeg,Dataset of psychophysiological data from children with learning difficulties who strengthen reading and math skills through assistive technology,CC0,doi:10.18112/openneuro.ds006260.v1.0.1,
458,ds006269,40,24,2,33,1000,240.0,106.67 GB,114536455305,openneuro,ds006269,Other,Resting State,Resting-state,eeg,Tethered EEG Recordings in Syngap1 rats,CC0,doi:10.18112/openneuro.ds006269.v1.0.0,
459,ds006317,64,2,2,127,1000,62.12170444444445,52.92 GB,56822054258,openneuro,ds006317,Healthy,Unknown,Motor,eeg,Chisco-2.0,CC0,doi:10.18112/openneuro.ds006317.v1.1.0,
